brewery_id,brewery_name,beer_id,beer_name,beer_style,beer_abv,beer_ibu,beer_description,rating_score,rating_count
797,Live Oak Brewing Company,274502,Old Treehugger,Barleywine - American,12.5,30,,4.028,610
797,Live Oak Brewing Company,5281,Pale Ale,Pale Ale - American,5.0,40,"Our Pale Ale is a golden ray of hoppy sunshine. Imbued with bright flavors of tropical fruit and citrus, this ale is brewed pale and dry with a few of our favorite hipster hops. Built for an IPA drinker, it features moderate bitterness, but decidedly immoderate hop flavor and aroma. This is achieved with ample hopping in both the kettle and the fermenter. We find huge hops and a lower ABV to be a tremendously appealing combination. We imagine you’ll agree.",3.614,720
797,Live Oak Brewing Company,983841,HopfenWeisse,IPA - White,5.2,18,"HopfenWeisse happily incorporates our favorite aspects of Weissbier with the fruity aromas distinctive to American hops. Brewed in much the same manner as our traditional Hefeweizen, this beer benefits from a sizeable late addition of hops that contributes a powerful floral, citrus aroma while maintaining a mild bitterness. This beer’s spritzy carbonation better conveys the fruity medley of aromas. Please enjoy HopfenWeisse fresh!
",3.626,705
797,Live Oak Brewing Company,2226816,Helles,Lager - Helles,4.4,20,"Helles, first cousin to the pilsner, is the daily drinking beer of the Bavarian people. The crisp bright lager contains slightly less hop bitterness than pilsner, highlighting its soft pale malt flavors. Cold fermentation and lagering produce a beer that is brilliant and clean. Please enjoy this beautiful artifact of a culture that places enjoyment of this fine lager bier at the center of society. ",3.689,525
797,Live Oak Brewing Company,2800916,Kleines Bier,Lager - Euro Pale,3.2,26,"Kleines Bier is a small beer with a sizable hop bouquet combining our favorite noble Czech and German hops, a lager beer that is as light as it is flavorful.",3.576,474
797,Live Oak Brewing Company,3174384,Pre-War Pils,Pilsner - Other,5.0,32,"A 1912 recipe, pre-war pils is mashed with 35% corn grits. A fine example of early american lager brewing.",3.876,423
797,Live Oak Brewing Company,1226668,Gose,Sour - Gose,3.2,0,,3.791,310
797,Live Oak Brewing Company,2858525,Smoked Gose,Sour - Gose,3.2,6,,3.682,211
797,Live Oak Brewing Company,3351525,Juicemeister,IPA - American,5.3,22,IPA meets Bavarian Ale. With Huell Melon and Strata hops. Floral and citrus aroma with a mild bitterness. Bubblegum flavors imparted by our Bavarian yeast strain. ,3.671,123
47425,Lone Pint Brewery,327936,Yellow Rose,IPA - American,6.8,62,"A SMaSH, Single Malt and Single Hop, IPA using a caboodle (technical term for a large amount of malt) of malt and a new hop released in 2012 called Mosaic (HBC 369). It is a daughter of Simcoe (YCR 14), one of our favorite hops. Whole cone Mosaic is used for bittering, flavoring, and aroma in the kettle; it is also massively dry hopped. The beer is named after a Texas Heroine.
Tasting notes: chalk-white head with a very clean malt backbone. The hops impart strong grapefruit, pineapple, and blueberry flavor and aroma. A strong beer that is extremely quaffable.",4.071,51858
47425,Lone Pint Brewery,273650,667 Neighbor Of The Beast,IPA - American,6.6,67,"An American India Pale Ale;  orange nectar with a frothy white head; light malt body; seriously chocked full of hop flavor and aroma with notes of grapefruit, peach, & honey. A hop head's soused hallucination.",3.763,9497
47425,Lone Pint Brewery,282002,Gentleman's Relish,Brown Ale - English,6.2,0,"Our Brown Ale gives a nod to the Northern English Brown style. However, since defeating the English in 1783, it is analogistic that the American version be stronger to reflect on England's vanquishment. Gentleman's Relish uses Maris Otter malt as the base, augmented with dark crystal and chocolate malts. Whole cone English hops are used throughout the boil, imparting their characteristic smooth bitterness. The beer is named after an Englishman's favorite snack, an anchovy paste, typically eaten on toast.

Tasting notes: dark brown with a thick creamy head; chocolate-caramelly-nuttiness yields to a clean hoppy finish. It makes one almost wish that the English were still here to share a pint of this fine brew...almost.
",3.719,8853
47425,Lone Pint Brewery,327910,The Jabberwocky,IPA - Imperial / Double,8.2,114,"Our Imperial India Pale Ale uses Golden Promise malt and two very pungent whole cone American hops. This brew is hopped so heavily that post-boil, after all of the wort has been transferred to the fermenter, the hop mass at the bottom of the kettle is more than one foot deep. Post-fermentation, Jabberwocky is dry hopped with colossal amounts of the same two hops. The beer is named after a monster we all hold dear.",3.902,8544
47425,Lone Pint Brewery,366921,Tornado Shark,Strong Ale - American,8.1,54,"Tornado Shark, our American Strong Ale, uses American Two Row malted barley and the darkest caramelized malts available. It is extravagantly hopped with four robust whole cone American hops; 68% of which are added to the boil during the last 15 minutes! The beer is named after two things that strike fear in those who are scared of them and such.",3.716,4717
47425,Lone Pint Brewery,442289,Po-Cha-Na-Quar-Hip,Mead - Braggot,7.0,46,"Our Braggot uses American two row malt and raw, unfiltered, unpasteurized Texas wildflower honey from Montgomery County. Whole cone American hops and Osmanthus flowers are added during the boil and later dry hopped with the same",3.755,2899
47425,Lone Pint Brewery,1253040,UndeadHeadEd,Porter - Other,6.9,36,"A Ghost Chile Robust Porter. It uses Maris Otter as the base malt, a crazy variety of specialty malts, and American hops. Ghost Chiles were added both in the kettle and post-fermentation. 

Tasting notes: dark chocolate in color with a rich head; strong malt body; subtle chile flavor and bite.
",3.819,2907
47425,Lone Pint Brewery,362722,Lily & Seamus,Wheat Beer - American Pale Wheat,6.0,31,"Our American Wheat is a marriage of American two row malted barley, American malted white wheat, and a touch of light caramel malts. Three different whole cone American hops are used with restraint. Whilst brewing, we continually repeat ""this is our delicate summer beer"" lest we throw an entire bale of hops into the boil. Once a year we perform a secondary fermentation with Kumquats from the Selby Kumquat Orchard in Alvin. This beer is named after hopes and dreams.",3.541,2379
47425,Lone Pint Brewery,486494,Zeno's Pale Ale,Pale Ale - American,5.5,43,"Zeno's Pale Ale, our summer brew, is around just long enough to stop in, crash on your couch, then leave like an old college roommate.
American Two Row malted barley and a sprinkle of Munich Malt Type I, Vic Secret + El Dorado hops, and our house yeast. Appearance is a somewhat clear light orange with a thin white head. Nose is nutty malt with a delicate hop aroma. Tastes initially of biscuit, nutty malt, and light hoppiness; this is followed by piney bitterness with lingering hints of orange & guava. Quaffable.
The beer is named after our favorite college watering hole: Zeno's Pub.",3.628,2140
47425,Lone Pint Brewery,582821,Zythophile El Dorado,IPA - American,6.0,62,"American two row malted barley and El Dorado hops.

Tasting notes: orange color with lacy white head; light body; pungent bitterness with hints of orange and tangerine.",3.706,1702
47425,Lone Pint Brewery,1017152,Zythophile Equinox,IPA - American,6.8,57,Single Hop IPA using Equinox for all hop additions.,3.795,1039
47425,Lone Pint Brewery,1453912,Zythophile Dr. Rudi,IPA - American,6.5,61,"American two-row malted barley, Munich Malt, and Dr. Rudi hops (New Zealand).
Tasting Notes: This hop exhibits a subtle yet complex nose of tangerine and lemongrass. Smooth bitterness with flavors of tropical fruit, tangerine, lime, and lemongrass.",3.729,983
47425,Lone Pint Brewery,1534072,The Wanderer,Barleywine - American,9.0,81,The sweetness fades into a satisfying bite. Not your typical Barleywine.,3.784,952
47425,Lone Pint Brewery,893472,Knecht Ruprecht II,Spiced / Herbed Beer,6.9,36,Robust Porter brewed with ghost chili peppers,3.726,892
47425,Lone Pint Brewery,1586770,Zythophile Waimea,IPA - American,6.5,62,Single hopped IPA,3.871,838
47425,Lone Pint Brewery,739557,Zythophile Rakau,IPA - American,7.5,69,"American two row malted barley, Maris Otter, a bit of wheat and crystal malt, and Rakau hops.

Tasting notes: amber color with medium body. This hop imparts sharp floral notes with funky piney bitterness; phenolic flavors abound, as in Belgian ales.",3.667,751
47425,Lone Pint Brewery,2528804,Zythophile Denali,IPA - American,6.7,64,"American Two Row malted barley, Denali hops, and Houston Daisy Chain Yeast. Appearance is hazy yellow-orange with a solid white head. Nose is all hops: tropical fruits, lemon grass, and peaches. Taste is dry with tropical fruits, more fruity than citrusy, followed by clean bitterness and lemon.",3.745,773
47425,Lone Pint Brewery,791965,Zythophile Belma,IPA - American,7.0,49,Single hop brew using American two-row and Maris Otter malted barley with Belma hops.,3.667,733
47425,Lone Pint Brewery,1296194,Zythophile Enigma,IPA - American,6.7,73,"Crisp Extra Pale Maris Otter, Chateau Monastique, and Enigma hops. 
Tasting notes: Nose of light maltiness with hints of pineapple and mango. Initial flavor is bread, toffee, and nuttiness; yielding to a clean strong bitterness with notes of tropical fruit.",3.823,757
47425,Lone Pint Brewery,1705728,Zythophile Idaho 7,IPA - American,6.3,0,,3.73,733
47425,Lone Pint Brewery,2148860,Zythophile Vic Secret,IPA - American,6.7,67,"American Two Row malted barley, Australian Vic Secret hops (sister to Topaz), and our house yeast. Appearance is hazy orange with a solid white head. Nose is light bready malt with a complex mix of pine, lemon grass, pineapple, and guava. Tastes initially of light malt sweetness and grapefruit; this is then followed by an equally complex flavor profile with hints of lemon, guava, and basil.",3.789,718
47425,Lone Pint Brewery,2131243,Brock the Night Away,IPA - Imperial / Double Black,9.0,0,,3.756,726
47425,Lone Pint Brewery,1808652,Zythophile Cashmere,IPA - American,6.7,60,"American two-row and German Pilsner malted barley with Cashmere hops.
Tasting Notes: a very complex nose. It exhibits flavors of coconut, peach, tangerine, and lemon.",3.761,727
47425,Lone Pint Brewery,1431958,Knecht Ruprecht IV,Stout - Milk / Sweet,7.0,42,"A Chocolate Coffee Milk Stout. Rich, delicious coffee from Houston's Southside Espresso, freshly roasted Venezuelan cocoa nibs, and a touch of milk sugar marry beautifully with this American Stout.
Tasting Notes: big chocolate coffee nose; sweet roasty maltiness with a nice chocolate coffee backbone.",3.936,601
47425,Lone Pint Brewery,834712,Zythophile Summit,IPA - American,7.3,0,,3.839,564
249178,Lorelei Brewing Company,2158693,Ephyra,IPA - Imperial / Double,9.0,83,,3.815,2129
249178,Lorelei Brewing Company,2405630,The Mer-Dude,Stout - Russian Imperial,10.0,60,"RUSSIAN IMPERIAL COFFEE MILK STOUT
Brewed in a beautiful collaboration with our very own local Coffee Waves Flour Bluff Coffee. It is breathtaking.",4.01,1889
249178,Lorelei Brewing Company,2105251,Khryseis Blonde,Belgian Blonde,5.1,20,,3.469,1502
249178,Lorelei Brewing Company,2069901,Manatus New England IPA,IPA - New England,7.2,50,,3.779,921
249178,Lorelei Brewing Company,1833350,The Belgian Honeypot,Belgian Strong Golden Ale,10.5,30,Brewed with honey,3.83,474
249178,Lorelei Brewing Company,1401267,Commission IPA,IPA - American,6.1,80,,3.784,507
249178,Lorelei Brewing Company,1401260,Buxom Blonde,Blonde Ale,6.2,21,,3.577,312
249178,Lorelei Brewing Company,1401279,Breakfast is the Most Important Meal of the Day,Stout - Oatmeal,5.8,43,,3.795,291
249178,Lorelei Brewing Company,1470608,Roscoe Red Ale,Red Ale - Irish,6.2,15,,3.739,236
249178,Lorelei Brewing Company,1564019,Czech Yourself Before You Wreck Yourself,Pilsner - Czech,5.4,40,,3.67,220
249178,Lorelei Brewing Company,1758436,Sandy Crack Blonde,Blonde Ale,6.2,23,,3.519,237
249178,Lorelei Brewing Company,2727554,Rudis Brut,IPA - Brut,7.1,14,"A Brut IPA
",3.605,247
249178,Lorelei Brewing Company,1709238,Dirndl Dropper,Märzen,5.3,23,,3.801,182
249178,Lorelei Brewing Company,2509443,Witty Tart,Sour - Other,6.4,0,Sour Witbier with Thai Basil and Long Pepper to be released as our Anniversary Craft.,3.604,171
249178,Lorelei Brewing Company,1768497,Republic Amber,Red Ale - American Amber / Red,5.25,30,,3.502,142
249178,Lorelei Brewing Company,1936720,Anniversary ESB,Extra Special / Strong Bitter,6.0,44,,3.928,135
249178,Lorelei Brewing Company,3284008,Jurate,Porter - Baltic,8.4,30,"Creamy, roasty, light bodied, easy drinking lager has the nostalgic properties of graham crackers, chocolate and coffee with none of the bitterness of hops.",3.855,128
249178,Lorelei Brewing Company,3259584,Pink Boots IPA,IPA - American,6.8,50,"The Pink Boots IPA is brewed with @pinkbootssociety hop blend which helps benefit the women in the brewing industry. This citrusy, floral brew is triple dry hopped.",3.698,101
249178,Lorelei Brewing Company,3249491,Rum Barrel Aged Merdude,Stout - Russian Imperial,10.0,0,,4.12,98
249178,Lorelei Brewing Company,3355434,Munich Dunkel,Lager - Munich Dunkel,5.0,21,Dark Dunkel Munich Lager (19 SRM) with a hint of toasted biscuit and Carmel aromas. ,3.677,93
249178,Lorelei Brewing Company,3415002,Galaxy Smash,IPA - American,7.7,83,,3.678,87
249178,Lorelei Brewing Company,1470604,Jolly Irishman Stout,Stout - Irish Dry,5.0,40,,3.693,74
249178,Lorelei Brewing Company,3330262,Melobosis,Wheat Beer - Other,6.0,22,Watermelon Wheat. Available an CO2 and Nitro. ,3.81,79
249178,Lorelei Brewing Company,1823364,Yuletide Reinbeer,Belgian Dubbel,7.6,21,"Brewed with Ginger, Cinnamon, Nutmeg, Allspice & everything nice! Merry Christmas!!!",3.925,53
249178,Lorelei Brewing Company,2306198,Coastal Relief Pale Ale (CRP),Pale Ale - American,5.1,36,,3.619,63
27621,Martin House Brewing Company,681769,Salty Lady,Sour - Gose,5.0,4,"The Salty Lady is our interpretation of a Gose – a rather obscure, tart, salty German style beer.  Our version is soured in the kettle with a lactic culture.  The tartness is tempered by salt additions from around the world and finished with coriander for a citrus and earthy touch.  We ferment with our house saison yeast to put our own little spin on the style.  Its flavor is reminiscent of a sports drink at the end of a 110 degree day.",3.602,14712
27621,Martin House Brewing Company,801208,Cellarman's Reserve IPA,IPA - American,7.0,65,"A classic American-style IPA is good any time of the year, and thats why we are happy to bring you our Cellarman’s Reserve Single Hop IPA Series with year-round availability. In order to highlight the hops, the base of the beer is a simple recipe comprised only of 2-row and Munich malts. A 7% abv gives us just the right amount of balance for 65 IBUs of hoppy goodness coming from using only one single hop varietal for bittering, flavor, and dry-hopping additions. Next comes the Martin House twist. While its availability is year-round, the hops we use will not be. From time to time, whenever our Cellarmen feel like it, we’ll switch out that single hop. While the beer overall will remain the same, the drinker will get to experience the nuances of each hop varietal.",3.68,11532
27621,Martin House Brewing Company,154699,The Imperial Texan,Red Ale - Imperial / Double,9.0,100,"Made with Munich and crystal malts and an insane charge of late addition American hops, this double red ale has a profusion of piney and resinous hop aroma and flavor.",3.724,10039
27621,Martin House Brewing Company,156823,Day Break,Specialty Grain,5.0,20,"This 4-grain breakfast beer was modeled after a bowl of cereal.  It's made with barley, wheat, oats, and rye and finished with honey and milk sugar.  It has a bright and dynamic flavor unlike any other.",3.575,9903
27621,Martin House Brewing Company,1055809,Bockslider,Bock - Single / Traditional,5.6,18,"Bockslider is the official beer of Fort Worth's own Toadies.  An easy-drinking, copper-colored, lightly-hopped beer perfect for on-stage, backstage, or anywhere your rock music takes you",3.69,9519
27621,Martin House Brewing Company,177437,Pretzel Stout,Stout - Other,6.5,40,"THE ORIGINAL PRETZEL STOUT - Brewed with plenty of roasted, crystal, and chocolate malts and over 6 lbs of sourdough pretzels per barrel, this stout has a roasty and salty profile whose sum is greater than its parts.",3.7,8944
27621,Martin House Brewing Company,2065484,True Love,Sour - Other,5.2,4,"True Love is our second sour beer that is now available year-round. Similar to the Salty Lady, it is kettle soured and very refreshing. Raspberries are added in the fermenter which provide a purple hue and slight sweetness. Give it a try. You'll fall in love with True Love, one can at a time. 

With summertime right around the corner, True Love is your best option for a poolside brew. Grab the cooler, pickup some ice, and crash your neighbor's pool party. Maybe snag an extra 6pack and be sure to spread the love. ",3.79,9017
27621,Martin House Brewing Company,1874020,Friday IPA,IPA - American,6.0,59,"Friday IPA is now year-round! This beer is everything you ever hoped for in an IPA. It’s dank, hoppy, and juicy. Friday is brewed with a hefty amount of Mosaic, Chinook, Amarillo, and Simcoe hops. This beer is a flavor bomb! Fans of Northeast style IPA’s are sure to enjoy it’s hoppy aromatics and tropical flavors. Friday IPA clocks in at 6?v, 59 ibus, and is available in keg and can year round.",3.743,8175
27621,Martin House Brewing Company,177442,River House Saison,Farmhouse Ale - Saison,5.0,28,"This dry and refreshing farmhouse style beer is made with a touch of wheat and clear candi syrup.  It is perfectly balanced with floral and earthy hops, and a custom yeast blend yields a delicate spicy finish.",3.531,5172
27621,Martin House Brewing Company,1750949,Big Hoppa IPA,IPA - Triple,11.99,126,"Big Hoppa is a hop lover’s dream. And a malt lover’s dream. Maybe it’s just a dream. This big, boozy Triple IPA clocks in at 12%abv and 93 ibus. Massive additions of Columbus, Citra, Simcoe, Mosaic, Equinox, and Falconer’s Flight hops pair with two row and Munich malts to create this beautiful IPA.",4.028,4700
27621,Martin House Brewing Company,503260,Gateway Blonde,Blonde Ale,5.0,19,"The name of this beer is an homage to the excellent mountain biking trail in our backyard – Gateway Park Trail, but its also a great gateway to craft beer.  This beer is our go-to session ale.  Pale in color with an understated noble hop flavor, this beer is what our brewers reach for after a long day. Even though it’s easy drinking, the acidulated malt provides a unique but subtle kick on the finish.",3.473,4291
27621,Martin House Brewing Company,528207,Sugar & Spice,Barleywine - American,12.0,55,"Sugar & Spice is our winter warmer – and at 12% ABV it really does the trick. This enormous ale has a simple malt bill, but is brewed with liberal portions of nutmeg, cinnamon, clove, vanilla, and the secret ingredient: piloncillo,  an unrefined Mexican brown sugar",3.75,4211
27621,Martin House Brewing Company,1425960,Acheron,Stout - American Imperial / Double,12.0,57,"In Dante's Inferno, the Acheron river forms the border of Hell.  At MHBC, Acheron is our deeply dark and ravishing imperial stout.  Aged six months in whiskey barrels and unblended for maximum barrel flavor, this 12% abv stout will satiate your sinuous desires for something bold, burly, boozy, and barbarous.   Acheron is brewed with black malts, black barley, chocolate malts, Crystal malts and oats.  Its finished with brown sugar and Columbus hops to balance its leviathan body.  Drinking this beer will help Charon determine your fate.",4.281,3882
27621,Martin House Brewing Company,881872,Mind On My Money,Strong Ale - American,9.4,41,"Inspired by one of our favorite mixed drinks, this beer is pretty gangsta. Orange peel and juniper berries added to a very strong and simple base beer equal a beer you might mistake for gin and juice.",3.706,3680
27621,Martin House Brewing Company,964686,Hibiscus Saison,Farmhouse Ale - Saison,7.0,29,"This is a souped up version of our River House Saison. We’ve added Hibiscus petals for color and a tart, cranberry-like flavor. The higher ABV balances out the intense flavors and the dryness makes it especially refreshing.",3.644,3646
27621,Martin House Brewing Company,609628,Kafkaesque,IPA - Imperial / Double,10.0,95,"Kafkaesque is defined thusly:
Marked by a senseless, disorienting, often menacing complexity.
Marked by surreal distortion and often a sense of impending danger.
We took the definition of Kafkaesque seriously when we created this beer.  Our brewers viewed it as a challenge to create a beer so complex and bizarre that it would make Franz himself proud.  We started with an Imperial IPA, then we transformed it into a rye IPA with a menacing portion of rye malt.  Then, we made it disorientingly black with some heavily roasted malts.  We needed more complexity, so we made it surreally smoky with cherry-wood smoked malts.  Lastly, we added 300 lbs of raspberries for fruitiness, and everybody knows you can’t have a complex beer without wood, so we let sit on toasted American oak.  We know that you will find this Imperial Smoked Black Rye Oaked Raspberry IPA to be very Kafkaesque.",3.803,3098
27621,Martin House Brewing Company,2765799,Kokytus,Stout - Imperial / Double,13.8,51,Imperial Stout aged in Rye Whiskey Barrels on Cacao Nibs. ,4.286,3247
27621,Martin House Brewing Company,733838,Salsa Verde,Spiced / Herbed Beer,7.6,0,"Roasted Hatch chili peppers and lime infuse this limited release with a zesty kick. Also attending the fiesta are tomatillos for a subtle sweetness, lime for tartness and cilantro to mellow it all out.  The full-bodied blonde malt provides a great counter-balance for the intense rush of flavor.",3.527,2983
27621,Martin House Brewing Company,881439,Counter Clockwise Swirl,Strong Ale - American,8.5,18,"In true Martin House style, we’ve taken a silky smooth oatmeal blonde ale and added flavors usually found only in a dark beer.  There is no reason a blonde ale can’t be elevated to an alluring and enchanted treat.  Counter Clockwise Swirl  has chocolate and vanilla notes on top of a decadent oatmeal blonde body.  It’s a slightly sweet sipper sure to satisfy.  One-in-million, doc!",3.764,2957
27621,Martin House Brewing Company,2159005,Parker County Peach,Fruit Beer,5.2,20,"Parker County Peach is our July 2017 microseasonal. This peach beer has a mostly wheat base, with a slight addition of Columbus hops for bittering. We add millions of peaches to make this brew the perfect summertime treat. ",3.6,3015
27621,Martin House Brewing Company,741207,Turtle Power,Altbier,7.0,40,"This philanthropic seasonal was inspired by a Turtles favorite treat – blackberries.  It turns out that brewers love blackberries as much as their reptilian cohorts. The strong malt and hop body of this altbier mixes well with the flavor of the blackberries for an excellent fall time treat.  We’re brewing this beer to bring awareness to the plight of land based turtles and tortoises and the wonderful organization that leads this good fight – the Turtle Survival Alliance.  Martin House will be making a donation to these fine folks, and we hope to recruit you, our faithful beer drinking customers, to become involved as well.",3.608,2837
27621,Martin House Brewing Company,1612254,Stars Above,Sour - Other,5.2,4,"Stars Above is a refreshing sour ale brewed with raspberries. It pours a nice hazy yellow with a slight purple hue. With just one sip of Stars Above, the sweet raspberry flavor will hit you right off the bat. That sweetness is balanced by the tartness that kicks on the back-end, culminating in the perfect summertime treat. ",3.913,2776
27621,Martin House Brewing Company,528092,Rubberneck Red,Red Ale - American Amber / Red,5.0,35,"The brewers at Martin House were honored to work directly with the Toadies to develop a recipe that suited us both perfectly.  More than anything, we wanted it to be a beer that the band would want to drink while they played music.  We sat down with the band and tasted several beers together.  They loved the hop flavor in the Imperial Texan, so thats where we started with this recipe.  We wanted something lower in alcohol so it could be enjoyed from the opening act until the epic Toadies encore.  We built the recipe with caramel and Munich malts to give the beer a solid malty flavor, a bold red color, and 5% alcohol.  We went easy on the bittering hops and heavy on the flavor hops to give it just the right amount tropical fruit and piney flavor.  Lastly, we serenaded the yeast with non-stop Toadies music to give it just hint of Rock ‘n’ Roll. This is how the official beer of the Toadies, Rubberneck Red, was born.  Its an easy-drinking, refreshing beer with enough flavor to get excited about.
",3.539,2482
27621,Martin House Brewing Company,1842251,Reverie,Sour - Other,5.2,0,Sour Ale with Pomegranate .,3.917,2788
27621,Martin House Brewing Company,2646998,Best Maid Sour Pickle Beer,Sour - Gose,5.5,3,Gose with Pickle Juice,3.765,2568
8767,New Republic Brewing Company,34138,Dammit Jim!,Red Ale - American Amber / Red,5.6,35,"Dammit Jim, I'm a beer not a bourbon!  This beer used to be called Bellows. With a primarily German malt bill, Dammit Jim! is hopped like an American Pale Ale resulting in a refreshing blend of malt and tropical hop flavor and aroma not typically found in ambers.",3.495,4733
8767,New Republic Brewing Company,34140,Skylight,Dunkelweizen,5.6,20,"When you bring this beer to your nose you may pick up a hint of clove and some grainy sweetness.  Wisps of spicy chocolate swirl around your mouth combining with fluffy wheat and yeasty esters.  Mild, intriguing and effortlessly drinkable.",3.542,2121
8767,New Republic Brewing Company,323877,Kadigan,Blonde Ale,5.6,30,"Kadigan is not your ordinary blonde. It’s bright, crisp and clean with a firm backbone of hops to keep you coming back for more. Made with 2-row and Golden Promise malts, Hallertau Magnum and Saaz hops, and an London ale yeast.",3.458,2181
8767,New Republic Brewing Company,575730,Whipsaw,IPA - Imperial / Double,8.0,84,"Plenty of American hop badassery and a mix of sweet,  caramely malts to balance the 84 IBUs. Spicy rye and bready Munich lend a fantastic compliment to Whipsaw’s dank citrus bitterness.",3.684,2196
8767,New Republic Brewing Company,542410,Windlass Sweet Potato Porter,Porter - Other,6.6,36,"Our fall seasonal is made with 30 pounds of baked & pureed sweet potatoes per barrel. This beer starts off as a dry, robust porter (our Marlinspike) then we load up the sweet potato after fermentation finishes to add a unique sweetness, a nice earthy finish and a rich silky mouth feel.",3.653,1824
8767,New Republic Brewing Company,341251,Warimono,Belgian Tripel,9.2,19,"Spicy, subtly alcoholic and effervescent with hints of bubble gum and black pepper corn. Warimono (translation: Peony) is a nod to traditional Japanese fireworks.",3.775,1447
8767,New Republic Brewing Company,1038721,Marlinspike,Porter - English,5.8,35,Marlinspike moreish porter. A delicious roasty robust beer that is so drinkable you can enjoy it even in the heat of a Texas summer. Marlinspike has a rich mouth feel without being heavy and a pleasant bitterness from a combination of English hop varietals and Black Patent malt. ,3.726,1080
8767,New Republic Brewing Company,2051034,Kings Head,IPA - American,6.5,60,Plenty of Amarillo and Cascade hops are what give Kings Head the citrusy aroma of a sun-dappled orange grove. This delicious India Pale Ale is fit for a king and perfect for a night at the pub with your mates. ,3.582,843
8767,New Republic Brewing Company,1817615,Ale Mary,Patersbier,4.2,12,"A clear bodied, bright Belgian style table beer with banana and candy flavors at the finish from the yeast.",3.593,772
8767,New Republic Brewing Company,2009099,Cherrimono,Belgian Tripel,9.2,19,Our Belgian Tripel with a splash of black cherry. ,3.715,647
8767,New Republic Brewing Company,278645,Astrolabe,Sour - Other,5.9,8,"Occasionally life takes you to unfamiliar places and it is easy to get lost in the world of craft beer. We strayed into uncharted dark territory when Skylight batches 23 & 25 turned acidic. The brew was too tasty to dump, so we decided to age it on Merlot oak and bottle. Time developed a tart, tannic flavor with a sweet vinous finish. Ancient navigators used the astrolabe to locate heavenly bodies and this beer helped us find our way to you.",3.79,520
8767,New Republic Brewing Company,933718,Russian Imperial Stout,Stout - Russian Imperial,9.0,61,A big stout boasting dark chocolate with hints of coffee roast all wrapped in dark body. ,3.88,331
8767,New Republic Brewing Company,2546294,Daisy Chain Azacca APA - 2018,Pale Ale - American,5.1,40,"A refreshing American Pale Ale, our Daisy Chain contribution has tropical hints of Mango and Papaya finishing with a light caramel body in this endlessly drinkable ale",3.469,303
8767,New Republic Brewing Company,1955259,Roggen Noggin - 2017,Roggenbier,5.2,15,Slightly spicy bready rye malted body. Sweet bubble gum and banana notes from the hefeweisen yeast.,3.621,231
8767,New Republic Brewing Company,1065504,Whiskey Ruskie,Stout - Russian Imperial,11.2,61,"Whiskey barrel aged version of our Russian Imperial Stout, Matroyshka. Made originally for our 4-year anniversary party.",4.165,229
8767,New Republic Brewing Company,3018970,High Hops,Pale Ale - American,6.5,35,"A very balanced sessionable pale ale with stonefruit and citrusy notes. Dry hopped with Amarillo, Palisade, and Citra cryo hops.",3.663,208
8767,New Republic Brewing Company,2063504,Whiskey Jim! - 2017,Red Ale - American Amber / Red,9.2,50,Dammit Jim! aged in Rio Brazos Whiskey Barrels.,3.751,176
8767,New Republic Brewing Company,2621138,Sour Power,Sour - Berliner Weisse,3.4,10,"German influenced wheat beer aged on raspberries, gives this beer a lightly tart and lovely fruit character.",3.94,158
8767,New Republic Brewing Company,668941,Coffee Porter - 2017,Porter - Other,6.6,35,Same base porter as Windlass but before we add sweet potatoes we reserve some of the beer for a cold brew of local What's The Buzz coffee.,4.053,117
8767,New Republic Brewing Company,2072479,Bourbon Barrel Blonde (BBB) - 2017,Blonde Ale,9.3,25,Brewed for our 6th Anniversary Party. Our Export Kadigan aged in Rio Brazos Bourbon Barrels. ,4.004,124
8767,New Republic Brewing Company,2072466,E.S.B. - 2017,Extra Special / Strong Bitter,5.2,35,Brewed for our 6th Anniversary Party. Our tribute to a classic style. Pleasant bitterness backed by a strong malty flavor. ,3.629,128
8767,New Republic Brewing Company,3020362,Dark Aether,Belgian Strong Dark Ale,8.2,24,Dark and smooth with coriander and a hint of plum. ,3.735,115
8767,New Republic Brewing Company,2940408,Montezuma Passionfruit IPA,IPA - American,6.5,60,,3.636,116
8767,New Republic Brewing Company,2783427,Golden Standard,Belgian Blonde,6.0,0,,3.407,115
8767,New Republic Brewing Company,1988954,Coffee Blonde - 2017,Blonde Ale,6.5,25,"It's your new breakfast beer. Infused with Tengu coffee by Avoca supplied by Gogh Gogh Coffee Co. Rich in chocolate and dark roasted cocoa flavor, yet surprisingly light and lovely. ",3.879,97
269352,Oak Cliff Brewing Co,2128134,Oak Cliff Hefeweizen,Hefeweizen,5.0,12,,3.705,1153
269352,Oak Cliff Brewing Co,2786793,Lady Glasses,IPA - New England,6.7,0,"Unfiltered and aggressively dry hopped multiple times with Huell Melon, Mandarina Bavaria and Citra hops putting off very tropical, citrus and melon flavors.",3.811,1009
269352,Oak Cliff Brewing Co,2787064,Sombre,Stout - American Imperial / Double,13.0,0,"Giant Imperial Stout. Thick, viscous, rich, roast, coffee, vanilla and caramel sweetness.",4.157,788
269352,Oak Cliff Brewing Co,1547489,Oak Cliff Black Lager,Schwarzbier,4.6,28,"German style Schwarzbier. Crisp lager character. Subtle roasted coffee flavors are the distinguishing characteristics of this dark, yet surprisingly light flavored beer.",3.736,656
